,Year,Month,Day of month,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,flight num,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,Haul
7025,2008,1,3,4,2141.0,2045,2249.0,2155,WN,1853,N384SW,68.0,70,57.0,54.0,56.0,SMF,BUR,358,0,N,N,,,,,Short
7027,2008,1,3,4,1943.0,1935,2050.0,2045,WN,2540,N662SW,67.0,70,56.0,5.0,8.0,SMF,BUR,358,0,N,N,,,,,Short
7028,2008,1,3,4,850.0,840,1001.0,1000,WN,157,N481WN,71.0,80,61.0,1.0,10.0,SMF,LAS,397,0,N,N,,,,,Short
7029,2008,1,3,4,2124.0,2110,2250.0,2230,WN,446,N645SW,86.0,80,62.0,20.0,14.0,SMF,LAS,397,0,N,N,,,,,Short
7030,2008,1,3,4,2006.0,1920,2122.0,2035,WN,728,N626SW,76.0,75,63.0,47.0,46.0,SMF,LAS,397,0,N,N,,,,,Short
7031,2008,1,3,4,1832.0,1810,1942.0,1925,WN,908,N480WN,70.0,75,60.0,17.0,22.0,SMF,LAS,397,0,N,N,,,,,Short
7032,2008,1,3,4,1403.0,1335,1521.0,1455,WN,1050,N212WN,78.0,80,64.0,26.0,28.0,SMF,LAS,397,0,N,N,,,,,Short
7033,2008,1,3,4,1544.0,1520,1659.0,1635,WN,2192,N313SW,75.0,75,63.0,24.0,24.0,SMF,LAS,397,0,N,N,,,,,Short
7034,2008,1,3,4,602.0,600,718.0,720,WN,2906,N794SW,76.0,80,61.0,-2.0,2.0,SMF,LAS,397,0,N,N,,,,,Short
7035,2008,1,3,4,1150.0,1120,1310.0,1235,WN,3232,N201LV,80.0,75,66.0,35.0,30.0,SMF,LAS,397,0,N,N,,,,,Short
7036,2008,1,3,4,1534.0,1510,1650.0,1630,WN,71,N312SW,76.0,80,62.0,20.0,24.0,SMF,LAX,373,0,N,N,,,,,Short
7037,2008,1,3,4,1403.0,1310,1521.0,1430,WN,73,N331SW,78.0,80,63.0,51.0,53.0,SMF,LAX,373,0,N,N,,,,,Short
7038,2008,1,3,4,618.0,620,736.0,740,WN,133,N749SW,78.0,80,60.0,-4.0,-2.0,SMF,LAX,373,0,N,N,,,,,Short
7039,2008,1,3,4,1136.0,1135,1246.0,1255,WN,330,N236WN,70.0,80,60.0,-9.0,1.0,SMF,LAX,373,0,N,N,,,,,Short
7040,2008,1,3,4,1840.0,1720,1959.0,1840,WN,386,N718SW,79.0,80,58.0,79.0,80.0,SMF,LAX,373,0,N,N,,,,,Short
7041,2008,1,3,4,941.0,940,1053.0,1100,WN,1668,N262WN,72.0,80,59.0,-7.0,1.0,SMF,LAX,373,0,N,N,,,,,Short
7042,2008,1,3,4,1938.0,1915,2055.0,2035,WN,2202,N758SW,77.0,80,60.0,20.0,23.0,SMF,LAX,373,0,N,N,,,,,Short
7043,2008,1,3,4,807.0,800,931.0,920,WN,2635,N335SW,84.0,80,66.0,11.0,7.0,SMF,LAX,373,0,A,N,,,,,Short
7044,2008,1,3,4,2130.0,2115,2250.0,2235,WN,2815,N284WN,80.0,80,59.0,15.0,15.0,SMF,LAX,373,1,A,N,,,,,Short
7045,2008,1,3,4,1636.0,1610,1759.0,1730,WN,3588,N732SW,83.0,80,60.0,29.0,26.0,SMF,LAX,373,1,B,N,,,,,Short
7046,2008,1,3,4,712.0,705,1220.0,1220,WN,1949,N650SW,188.0,195,174.0,0.0,7.0,SMF,MCI,1442,1,B,N,,,,,Medium
7047,2008,1,3,4,640.0,640,1222.0,1235,WN,234,N798SW,222.0,235,209.0,-13.0,0.0,SMF,MDW,1790,1,B,Y,,,,,Medium
7048,2008,1,3,4,1455.0,1330,2042.0,1925,WN,567,N765SW,227.0,235,207.0,77.0,85.0,SMF,MDW,1790,1,N,N,,,,,Medium
7049,2008,1,3,4,824.0,825,939.0,940,WN,498,N336SW,75.0,75,62.0,-1.0,-1.0,SMF,ONT,389,0,N,Y,,,,,Short
7050,2008,1,3,4,942.0,945,1056.0,1100,WN,627,N320SW,74.0,75,62.0,-4.0,-3.0,SMF,ONT,389,0,N,Y,,,,,Short
7051,2008,1,3,4,2240.0,2125,2355.0,2240,WN,633,N314SW,75.0,75,57.0,75.0,75.0,SMF,ONT,389,0,N,N,,,,,Short
7052,2008,1,3,4,1353.0,1310,1506.0,1425,WN,1424,N385SW,73.0,75,61.0,41.0,43.0,SMF,ONT,389,0,N,Y,,,,,Short
7053,2008,1,3,4,1107.0,1105,1221.0,1220,WN,1495,N318SW,74.0,75,62.0,1.0,2.0,SMF,ONT,389,0,N,Y,,,,,Short
7054,2008,1,3,4,1609.0,1550,1723.0,1705,WN,1496,N600WN,74.0,75,62.0,18.0,19.0,SMF,ONT,389,0,N,N,,,,,Short
7055,2008,1,3,4,1201.0,1200,1311.0,1315,WN,2385,N338SW,70.0,75,59.0,-4.0,1.0,SMF,ONT,389,0,N,N,,,,,Short
7056,2008,1,3,4,2028.0,1940,2139.0,2055,WN,2458,N409WN,71.0,75,58.0,44.0,48.0,SMF,ONT,389,0,N,N,,,,,Short
7057,2008,1,3,4,2243.0,2025,2353.0,2140,WN,2807,N344SW,70.0,75,58.0,133.0,138.0,SMF,ONT,389,0,A,N,,,,,Short
7058,2008,1,3,4,710.0,715,825.0,830,WN,3515,N737JW,75.0,75,62.0,-5.0,-5.0,SMF,ONT,389,1,N,N,,,,,Short
7059,2008,1,3,4,1732.0,1710,1848.0,1825,WN,3659,N321SW,76.0,75,63.0,23.0,22.0,SMF,ONT,389,0,N,N,,,,,Short
7060,2008,1,3,4,1439.0,1430,1555.0,1545,WN,3764,N633SW,76.0,75,60.0,10.0,9.0,SMF,ONT,389,0,N,N,,,,,Short
7061,2008,1,3,4,2127.0,2105,2246.0,2230,WN,102,N639SW,79.0,85,68.0,16.0,22.0,SMF,PDX,479,0,B,N,,,,,Short
7062,2008,1,3,4,910.0,900,1028.0,1030,WN,350,N660SW,78.0,90,67.0,-2.0,10.0,SMF,PDX,479,1,B,N,,,,,Short
7063,2008,1,3,4,701.0,700,820.0,835,WN,577,N627SW,79.0,95,67.0,-15.0,1.0,SMF,PDX,479,1,B,N,,,,,Short
7064,2008,1,3,4,1354.0,1330,1537.0,1500,WN,957,N344SW,103.0,90,66.0,37.0,24.0,SMF,PDX,479,1,B,N,,,,,Short
7065,2008,1,3,4,1124.0,1100,1250.0,1230,WN,2121,N632SW,86.0,90,70.0,20.0,24.0,SMF,PDX,479,1,B,N,,,,,Short
7066,2008,1,3,4,1705.0,1645,1826.0,1815,WN,2720,N629SW,81.0,90,67.0,11.0,20.0,SMF,PDX,479,1,N,N,,,,,Short
7067,2008,1,3,4,1921.0,1855,2037.0,2025,WN,3155,N449WN,76.0,90,65.0,12.0,26.0,SMF,PDX,479,0,N,Y,,,,,Short
7068,2008,1,3,4,1956.0,1940,2236.0,2225,WN,517,N345SA,100.0,105,89.0,11.0,16.0,SMF,PHX,647,0,N,N,,,,,Short
7069,2008,1,3,4,611.0,610,853.0,900,WN,873,N287WN,102.0,110,87.0,-7.0,1.0,SMF,PHX,647,0,N,N,,,,,Short
7070,2008,1,3,4,1722.0,1625,2010.0,1915,WN,964,N362SW,108.0,110,96.0,55.0,57.0,SMF,PHX,647,0,N,N,,,,,Short
7071,2008,1,3,4,835.0,835,1115.0,1125,WN,1946,N238WN,100.0,110,88.0,-10.0,0.0,SMF,PHX,647,0,A,N,,,,,Short
7072,2008,1,3,4,1001.0,1000,1241.0,1250,WN,2039,N606SW,100.0,110,89.0,-9.0,1.0,SMF,PHX,647,1,A,N,,,,,Short
7073,2008,1,3,4,1229.0,1220,1511.0,1510,WN,2786,N278WN,102.0,110,90.0,1.0,9.0,SMF,PHX,647,1,A,N,,,,,Short
7074,2008,1,3,4,2131.0,2105,11.0,2350,WN,3585,N270WN,100.0,105,87.0,21.0,26.0,SMF,PHX,647,1,N,Y,,,,,Short
7075,2008,1,3,4,1819.0,1800,1942.0,1925,WN,114,N343SW,83.0,85,70.0,17.0,19.0,SMF,SAN,480,0,N,N,,,,,Short
7076,2008,1,3,4,1817.0,1710,1937.0,1835,WN,151,N750SA,80.0,85,71.0,62.0,67.0,SMF,SAN,480,0,N,N,,,,,Short
7077,2008,1,3,4,1301.0,1245,1423.0,1410,WN,179,N226WN,82.0,85,71.0,13.0,16.0,SMF,SAN,480,0,N,N,,,,,Short
7078,2008,1,3,4,2133.0,2055,2300.0,2220,WN,181,N715SW,87.0,85,70.0,40.0,38.0,SMF,SAN,480,0,N,N,,,,,Short
7079,2008,1,3,4,1219.0,1200,1349.0,1325,WN,294,N398SW,90.0,85,76.0,24.0,19.0,SMF,SAN,480,0,N,N,,,,,Short
7080,2008,1,3,4,614.0,615,740.0,740,WN,297,N743SW,86.0,85,74.0,0.0,-1.0,SMF,SAN,480,0,N,N,,,,,Short
7081,2008,1,3,4,834.0,835,1002.0,1000,WN,378,N726SW,88.0,85,73.0,2.0,-1.0,SMF,SAN,480,0,N,N,,,,,Short
7082,2008,1,3,4,1437.0,1410,1601.0,1535,WN,410,N327SW,84.0,85,73.0,26.0,27.0,SMF,SAN,480,0,N,N,,,,,Short
7083,2008,1,3,4,1036.0,1025,1156.0,1150,WN,505,N762SW,80.0,85,70.0,6.0,11.0,SMF,SAN,480,0,N,N,,,,,Short
7084,2008,1,3,4,730.0,735,854.0,900,WN,764,N261WN,84.0,85,73.0,-6.0,-5.0,SMF,SAN,480,0,N,N,,,,,Short
7085,2008,1,3,4,1219.0,1110,1354.0,1235,WN,1156,N630WN,95.0,85,75.0,79.0,69.0,SMF,SAN,480,0,N,N,,,,,Short
7086,2008,1,3,4,2022.0,1920,2146.0,2045,WN,1395,N391SW,84.0,85,73.0,61.0,62.0,SMF,SAN,480,0,N,N,,,,,Short
7087,2008,1,3,4,1547.0,1540,1708.0,1705,WN,1775,N607SW,81.0,85,71.0,3.0,7.0,SMF,SAN,480,0,N,N,,,,,Short
7088,2008,1,3,4,2156.0,2130,2318.0,2255,WN,2467,N770SA,82.0,85,74.0,23.0,26.0,SMF,SAN,480,0,N,N,,,,,Short
7089,2008,1,3,4,958.0,955,1139.0,1150,WN,337,N488WN,101.0,115,82.0,-11.0,3.0,SMF,SEA,605,1,A,N,,,,,Short
7090,2008,1,3,4,1820.0,1755,2016.0,1945,WN,775,N633SW,116.0,110,98.0,31.0,25.0,SMF,SEA,605,1,A,N,,,,,Short
7091,2008,1,3,4,1342.0,1315,1523.0,1510,WN,1010,N744SW,101.0,115,88.0,13.0,27.0,SMF,SEA,605,1,B,N,,,,,Short
7092,2008,1,3,4,631.0,635,810.0,830,WN,2471,N337SW,99.0,115,83.0,-20.0,-4.0,SMF,SEA,605,1,B,N,,,,,Short
7093,2008,1,3,4,2033.0,2010,2215.0,2200,WN,3600,N686SW,102.0,110,89.0,15.0,23.0,SMF,SEA,605,1,N,N,,,,,Short
7094,2008,1,3,4,1856.0,1900,2019.0,2025,WN,263,N710SW,83.0,85,67.0,-6.0,-4.0,SMF,SNA,404,0,N,Y,,,,,Short
7095,2008,1,3,4,847.0,850,1005.0,1015,WN,265,N407WN,78.0,85,69.0,-10.0,-3.0,SMF,SNA,404,0,N,N,,,,,Short
7096,2008,1,3,4,641.0,640,808.0,805,WN,558,N799SW,87.0,85,72.0,3.0,1.0,SMF,SNA,404,0,N,N,,,,,Short
7097,2008,1,3,4,1352.0,1315,1519.0,1435,WN,2709,N445WN,87.0,80,68.0,44.0,37.0,SMF,SNA,404,0,N,N,,,,,Short
7098,2008,1,3,4,1613.0,1535,1735.0,1655,WN,3072,N727SW,82.0,80,68.0,40.0,38.0,SMF,SNA,404,0,A,N,,,,,Short
7099,2008,1,3,4,1717.0,1715,1836.0,1835,WN,3140,N418WN,79.0,80,68.0,1.0,2.0,SMF,SNA,404,1,A,N,,,,,Short
7100,2008,1,3,4,1040.0,1040,1201.0,1205,WN,3689,N737JW,81.0,85,70.0,-4.0,0.0,SMF,SNA,404,1,A,N,,,,,Short
7101,2008,1,3,4,1320.0,1320,1421.0,1425,WN,74,N764SW,61.0,65,46.0,-4.0,0.0,SNA,LAS,226,1,N,Y,,,,,Short
7102,2008,1,3,4,2037.0,1950,2145.0,2055,WN,486,N264LV,68.0,65,48.0,50.0,47.0,SNA,LAS,226,0,N,N,,,,,Short
7103,2008,1,3,4,1030.0,1005,1139.0,1110,WN,693,N232WN,69.0,65,48.0,29.0,25.0,SNA,LAS,226,0,N,N,,,,,Short
7104,2008,1,3,4,802.0,800,900.0,905,WN,830,N436WN,58.0,65,45.0,-5.0,2.0,SNA,LAS,226,0,N,N,,,,,Short
7105,2008,1,3,4,1531.0,1525,1632.0,1630,WN,1865,N745SW,61.0,65,47.0,2.0,6.0,SNA,LAS,226,0,N,N,,,,,Short
7106,2008,1,3,4,1800.0,1800,1920.0,1905,WN,2794,N468WN,80.0,65,44.0,15.0,0.0,SNA,LAS,226,0,N,N,,,,,Short
7108,2008,1,3,4,648.0,645,824.0,825,WN,1080,N490WN,96.0,100,70.0,-1.0,3.0,SNA,OAK,371,0,N,N,,,,,Short
7109,2008,1,3,4,2016.0,2000,2143.0,2120,WN,2093,N241WN,87.0,80,74.0,23.0,16.0,SNA,OAK,371,0,N,N,,,,,Short
7110,2008,1,3,4,1102.0,1105,1226.0,1225,WN,2735,N773SA,84.0,80,70.0,1.0,-3.0,SNA,OAK,371,0,N,N,,,,,Short
7111,2008,1,3,4,1539.0,1505,1706.0,1625,WN,2796,N445WN,87.0,80,76.0,41.0,34.0,SNA,OAK,371,0,N,N,,,,,Short
7112,2008,1,3,4,1752.0,1730,1920.0,1855,WN,3159,N727SW,88.0,85,71.0,25.0,22.0,SNA,OAK,371,0,N,N,,,,,Short
7113,2008,1,3,4,849.0,850,1010.0,1015,WN,3340,N700GS,81.0,85,69.0,-5.0,-1.0,SNA,OAK,371,0,N,N,,,,,Short
7114,2008,1,3,4,1253.0,1230,1421.0,1355,WN,3776,N270WN,88.0,85,73.0,26.0,23.0,SNA,OAK,371,0,N,N,,,,,Short
7115,2008,1,3,4,1627.0,1555,1752.0,1720,WN,3853,N434WN,85.0,85,77.0,32.0,32.0,SNA,OAK,371,0,N,N,,,,,Short
7116,2008,1,3,4,909.0,915,1110.0,1130,WN,248,N245WN,61.0,75,48.0,-20.0,-6.0,SNA,PHX,338,1,A,N,,,,,Short
7117,2008,1,3,4,2044.0,2045,2257.0,2255,WN,263,N710SW,73.0,70,47.0,2.0,-1.0,SNA,PHX,338,1,A,N,,,,,Short
7118,2008,1,3,4,655.0,645,924.0,920,WN,1428,N412WN,89.0,95,54.0,4.0,10.0,SNA,PHX,338,1,B,N,,,,,Short
7119,2008,1,3,4,1231.0,1225,1433.0,1435,WN,1506,N737JW,62.0,70,48.0,-2.0,6.0,SNA,PHX,338,1,B,N,,,,,Short
7120,2008,1,3,4,1640.0,1640,1850.0,1850,WN,1566,N498WN,70.0,70,50.0,0.0,0.0,SNA,PHX,338,1,N,N,,,,,Short
7121,2008,1,3,4,1435.0,1440,1640.0,1650,WN,1745,N753SW,65.0,70,49.0,-10.0,-5.0,SNA,PHX,338,0,N,Y,,,,,Short
7122,2008,1,3,4,1858.0,1900,2114.0,2110,WN,3140,N418WN,76.0,70,57.0,4.0,-2.0,SNA,PHX,338,0,N,N,,,,,Short
7123,2008,1,3,4,1022.0,1025,1225.0,1235,WN,3657,N260WN,63.0,70,50.0,-10.0,-3.0,SNA,PHX,338,0,N,N,,,,,Short
7124,2008,1,3,4,1850.0,1815,2004.0,1930,WN,192,N292WN,74.0,75,61.0,34.0,35.0,SNA,SJC,342,0,N,N,,,,,Short
7125,2008,1,3,4,1043.0,1040,1156.0,1155,WN,352,N407WN,73.0,75,61.0,1.0,3.0,SNA,SJC,342,0,A,N,,,,,Short
7126,2008,1,3,4,830.0,830,941.0,945,WN,645,N799SW,71.0,75,60.0,-4.0,0.0,SNA,SJC,342,1,A,N,,,,,Short
7127,2008,1,3,4,1626.0,1555,1736.0,1710,WN,1413,N706SW,70.0,75,60.0,26.0,31.0,SNA,SJC,342,1,A,N,,,,,Short
7128,2008,1,3,4,730.0,715,844.0,830,WN,1689,N451WN,74.0,75,58.0,14.0,15.0,SNA,SJC,342,1,N,Y,,,,,Short
7129,2008,1,3,4,2044.0,2030,2213.0,2145,WN,1935,N422WN,89.0,75,72.0,28.0,14.0,SNA,SJC,342,0,N,N,,,,,Short
7130,2008,1,3,4,1511.0,1405,1623.0,1520,WN,1941,N758SW,72.0,75,58.0,63.0,66.0,SNA,SJC,342,0,N,N,,,,,Short
7132,2008,1,3,4,945.0,945,1106.0,1110,WN,576,N236WN,81.0,85,68.0,-4.0,0.0,SNA,SMF,404,0,N,N,,,,,Short
7133,2008,1,3,4,745.0,745,901.0,915,WN,659,N262WN,76.0,90,65.0,-14.0,0.0,SNA,SMF,404,0,N,N,,,,,Short
7134,2008,1,3,4,1249.0,1140,1415.0,1305,WN,970,N765SW,86.0,85,71.0,70.0,69.0,SNA,SMF,404,0,N,N,,,,,Short
7135,2008,1,3,4,1804.0,1730,1921.0,1855,WN,2115,N758SW,77.0,85,66.0,26.0,34.0,SNA,SMF,404,0,N,N,,,,,Short
7136,2008,1,3,4,2108.0,2100,2231.0,2225,WN,3401,N251WN,83.0,85,72.0,6.0,8.0,SNA,SMF,404,0,N,N,,,,,Short
7137,2008,1,3,4,1923.0,1920,2046.0,2045,WN,3498,N284WN,83.0,85,69.0,1.0,3.0,SNA,SMF,404,0,N,N,,,,,Short
7138,2008,1,3,4,1442.0,1420,1610.0,1545,WN,3501,N732SW,88.0,85,69.0,25.0,22.0,SNA,SMF,404,0,N,N,,,,,Short
7139,2008,1,3,4,810.0,745,936.0,930,WN,1586,N293,146.0,165,132.0,6.0,25.0,STL,ABQ,934,0,N,N,,,,,Short
7140,2008,1,3,4,1730.0,1615,1848.0,1730,WN,2205,N675AA,78.0,75,62.0,78.0,75.0,STL,BHM,410,1,A,N,,,,,Short
7141,2008,1,3,4,1915.0,1810,2219.0,2105,WN,86,N680AA,124.0,115,108.0,74.0,65.0,STL,BWI,737,1,A,N,,,,,Short
7142,2008,1,3,4,1445.0,1420,1744.0,1715,WN,406,N371SW,119.0,115,103.0,29.0,25.0,STL,BWI,737,1,B,N,,,,,Short
7143,2008,1,3,4,1004.0,950,1256.0,1245,WN,974,N410WN,112.0,115,101.0,11.0,14.0,STL,BWI,737,1,B,N,,,,,Short
7144,2008,1,3,4,2202.0,2100,45.0,2350,WN,1156,N630WN,103.0,110,91.0,55.0,62.0,STL,BWI,737,1,B,Y,,,,,Short
7145,2008,1,3,4,613.0,615,917.0,910,WN,2037,N646SW,124.0,115,104.0,7.0,-2.0,STL,BWI,737,0,N,N,,,,,Short
7146,2008,1,3,4,1911.0,1905,2143.0,2130,WN,752,N627SW,92.0,85,75.0,13.0,6.0,STL,CLE,487,0,N,Y,,,,,Short
7147,2008,1,3,4,953.0,950,1222.0,1220,WN,3151,N783SW,89.0,90,75.0,2.0,3.0,STL,CLE,487,0,N,Y,,,,,Short
7148,2008,1,3,4,1656.0,1610,1908.0,1825,WN,283,N213WN,72.0,75,57.0,43.0,46.0,STL,CMH,410,0,N,N,,,,,Short
7149,2008,1,3,4,1001.0,1005,1214.0,1220,WN,928,N775SW,73.0,75,62.0,-6.0,-4.0,STL,CMH,410,0,N,Y,,,,,Short
7150,2008,1,3,4,1258.0,1125,1429.0,1310,WN,29,N652SW,91.0,105,79.0,79.0,93.0,STL,DAL,546,0,N,Y,,,,,Short
7151,2008,1,3,4,2040.0,1945,2214.0,2130,WN,479,N622SW,94.0,105,81.0,44.0,55.0,STL,DAL,546,0,N,N,,,,,Short
7152,2008,1,3,4,920.0,925,1106.0,1110,WN,501,N515SW,106.0,105,83.0,-4.0,-5.0,STL,DAL,546,0,N,N,,,,,Short
7153,2008,1,3,4,638.0,630,817.0,815,WN,513,N501SW,99.0,105,82.0,2.0,8.0,STL,DAL,546,0,N,N,,,,,Short
7154,2008,1,3,4,2104.0,2100,2239.0,2245,WN,1062,N380SW,95.0,105,81.0,-6.0,4.0,STL,DAL,546,1,A,N,,,,,Short
7155,2008,1,3,4,1324.0,1310,1457.0,1455,WN,1679,N645SW,93.0,105,80.0,2.0,14.0,STL,DAL,546,0,N,N,,,,,Short
7156,2008,1,3,4,1749.0,1740,1927.0,1925,WN,2007,N612SW,98.0,105,82.0,2.0,9.0,STL,DAL,546,0,N,N,,,,,Short
7157,2008,1,3,4,1513.0,1435,1645.0,1620,WN,2361,N348SW,92.0,105,80.0,25.0,38.0,STL,DAL,546,0,N,N,,,,,Short
7158,2008,1,3,4,844.0,845,1114.0,1110,WN,426,N360SW,90.0,85,72.0,4.0,-1.0,STL,DTW,440,1,B,N,,,,,Short
7159,2008,1,3,4,2116.0,2030,2337.0,2250,WN,2889,N204WN,81.0,80,64.0,47.0,46.0,STL,DTW,440,1,B,N,,,,,Short
7160,2008,1,3,4,1547.0,1525,1816.0,1755,WN,3949,N323SW,89.0,90,72.0,21.0,22.0,STL,DTW,440,1,B,N,,,,,Short
7161,2008,1,3,4,909.0,855,1240.0,1230,WN,631,N457WN,151.0,155,137.0,10.0,14.0,STL,FLL,1056,1,B,N,,,,,Short
7162,2008,1,3,4,2018.0,1945,2212.0,2150,WN,982,N494WN,114.0,125,98.0,22.0,33.0,STL,HOU,687,1,B,N,,,,,Short
7163,2008,1,3,4,1506.0,1440,1700.0,1650,WN,983,N223WN,114.0,130,102.0,10.0,26.0,STL,HOU,687,0,N,N,,,,,Short
7164,2008,1,3,4,1124.0,1125,1312.0,1335,WN,2009,N462WN,108.0,130,98.0,-23.0,-1.0,STL,HOU,687,0,N,Y,,,,,Short
7165,2008,1,3,4,727.0,730,925.0,940,WN,2358,N651SW,118.0,130,107.0,-15.0,-3.0,STL,HOU,687,0,N,N,,,,,Short
7166,2008,1,3,4,1805.0,1735,1940.0,1915,WN,725,N259WN,215.0,220,201.0,25.0,30.0,STL,LAS,1372,0,N,N,,,,,Medium
7167,2008,1,3,4,1158.0,1200,1332.0,1345,WN,1011,N248WN,214.0,225,201.0,-13.0,-2.0,STL,LAS,1372,0,N,N,,,,,Medium
7168,2008,1,3,4,658.0,650,830.0,835,WN,2121,N632SW,212.0,225,197.0,-5.0,8.0,STL,LAS,1372,1,A,N,,,,,Medium
7169,2008,1,3,4,1512.0,1450,1727.0,1700,WN,440,N720WN,255.0,250,234.0,27.0,22.0,STL,LAX,1593,1,A,N,,,,,Medium
7170,2008,1,3,4,947.0,935,1048.0,1040,WN,2177,N522SW,61.0,65,43.0,8.0,12.0,STL,LIT,296,1,A,N,,,,,Short
7171,2008,1,3,4,1916.0,1825,2016.0,1930,WN,2263,N514SW,60.0,65,46.0,46.0,51.0,STL,LIT,296,0,N,Y,,,,,Short
7172,2008,1,3,4,1250.0,1250,1349.0,1350,WN,187,N690SW,59.0,60,45.0,-1.0,0.0,STL,MCI,237,0,N,N,,,,,Short
7173,2008,1,3,4,930.0,925,1031.0,1025,WN,472,N310SW,61.0,60,46.0,6.0,5.0,STL,MCI,237,0,N,N,,,,,Short
7174,2008,1,3,4,2115.0,2110,2213.0,2210,WN,954,N644SW,58.0,60,43.0,3.0,5.0,STL,MCI,237,0,N,N,,,,,Short
7175,2008,1,3,4,1748.0,1730,1849.0,1830,WN,977,N376SW,61.0,60,46.0,19.0,18.0,STL,MCI,237,0,N,N,,,,,Short
7176,2008,1,3,4,1517.0,1520,1617.0,1620,WN,1209,N653SW,60.0,60,45.0,-3.0,-3.0,STL,MCI,237,0,N,N,,,,,Short
7177,2008,1,3,4,631.0,630,730.0,735,WN,2298,N338SW,59.0,65,43.0,-5.0,1.0,STL,MCI,237,0,N,N,,,,,Short
7178,2008,1,3,4,1541.0,1535,1852.0,1850,WN,70,N367SW,131.0,135,115.0,2.0,6.0,STL,MCO,880,0,A,N,,,,,Short
7179,2008,1,3,4,2037.0,2010,2347.0,2325,WN,125,N782SA,130.0,135,114.0,22.0,27.0,STL,MCO,880,1,A,N,,,,,Short
7180,2008,1,3,4,1124.0,1120,1430.0,1435,WN,1025,N635SW,126.0,135,111.0,-5.0,4.0,STL,MCO,880,1,B,N,,,,,Short
7181,2008,1,3,4,639.0,640,953.0,1000,WN,3342,N667SW,134.0,140,112.0,-7.0,-1.0,STL,MCO,880,1,A,Y,,,,,Short
7182,2008,1,3,4,1653.0,1650,1751.0,1750,WN,30,N689SW,58.0,60,43.0,1.0,3.0,STL,MDW,251,1,A,Y,,,,,Short
7183,2008,1,3,4,1432.0,1330,1531.0,1430,WN,146,N507SW,59.0,60,44.0,61.0,62.0,STL,MDW,251,1,C,N,,,,,Short
7185,2008,1,3,4,927.0,915,1026.0,1015,WN,547,N525SW,59.0,60,42.0,11.0,12.0,STL,MDW,251,0,N,N,,,,,Short
7187,2008,1,3,4,2107.0,2100,2229.0,2200,WN,1050,N212WN,82.0,60,42.0,29.0,7.0,STL,MDW,251,1,A,N,,,,,Short
7188,2008,1,3,4,1720.0,1720,1817.0,1820,WN,1430,N523SW,57.0,60,43.0,-3.0,0.0,STL,MDW,251,1,A,Y,,,,,Short
7189,2008,1,3,4,1021.0,1025,1118.0,1125,WN,1488,N461WN,57.0,60,44.0,-7.0,-4.0,STL,MDW,251,1,N,N,,,,,Short
7191,2008,1,3,4,1536.0,1525,1632.0,1625,WN,2176,N504SW,56.0,60,44.0,7.0,11.0,STL,MDW,251,0,N,N,,,,,Short
7192,2008,1,3,4,2012.0,1940,2130.0,2040,WN,3168,N513SW,78.0,60,50.0,50.0,32.0,STL,MDW,251,0,N,N,,,,,Short
7193,2008,1,3,4,815.0,810,919.0,910,WN,3757,N446WN,64.0,60,44.0,9.0,5.0,STL,MDW,251,0,N,N,,,,,Short
7194,2008,1,3,4,1919.0,1920,2044.0,2050,WN,166,N741SA,85.0,90,71.0,-6.0,-1.0,STL,OKC,462,0,N,N,,,,,Short
7195,2008,1,3,4,1139.0,1140,1301.0,1310,WN,354,N496WN,82.0,90,70.0,-9.0,-1.0,STL,OKC,462,0,N,N,,,,,Short
7196,2008,1,3,4,2011.0,1955,2127.0,2105,WN,141,N370SW,76.0,70,64.0,22.0,16.0,STL,OMA,342,0,N,N,,,,,Short
7197,2008,1,3,4,1554.0,1540,1701.0,1650,WN,484,N673AA,67.0,70,57.0,11.0,14.0,STL,OMA,342,0,N,N,,,,,Short
7198,2008,1,3,4,823.0,825,931.0,935,WN,1835,N462WN,68.0,70,58.0,-4.0,-2.0,STL,OMA,342,0,N,N,,,,,Short
7199,2008,1,3,4,1106.0,1105,1215.0,1215,WN,3917,N609SW,69.0,70,58.0,0.0,1.0,STL,OMA,342,0,N,N,,,,,Short
7200,2008,1,3,4,2008.0,1950,2245.0,2215,WN,194,N672SW,217.0,205,194.0,30.0,18.0,STL,PHX,1262,0,N,Y,,,,,Medium
7201,2008,1,3,4,1329.0,1320,1544.0,1545,WN,340,N634SW,195.0,205,182.0,-1.0,9.0,STL,PHX,1262,0,B,N,,,,,Medium
7202,2008,1,3,4,937.0,935,1156.0,1210,WN,1245,N747SA,199.0,215,184.0,-14.0,2.0,STL,PHX,1262,1,C,Y,,,,,Medium
7203,2008,1,3,4,1516.0,1510,1732.0,1740,WN,2453,N662SW,196.0,210,185.0,-8.0,6.0,STL,PHX,1262,1,C,N,,,,,Medium
7204,2008,1,3,4,625.0,625,907.0,900,WN,2646,N647SW,222.0,215,181.0,7.0,0.0,STL,PHX,1262,1,A,Y,,,,,Medium
7205,2008,1,3,4,744.0,745,937.0,940,WN,63,N768SW,53.0,55,42.0,-3.0,-1.0,STL,SDF,254,1,B,N,,,,,Short
